"Story","Title","Result","Date","Stability","Duration (s)"
"Probar las funcionalidades de la pagina opencart.com","Validar acceso solo para usuarios registrados","SUCCESS","2022-05-26T17:01:31.171-05:00[America/Bogota]","0.0","26.74"
